C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_32_776.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_32_776.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_32_776.jpg, 0, 0, 0, 1.62766
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_32_885.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_32_885.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_32_885.jpg, 0, 0, 0, 1.611334
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_32_987.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_32_987.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_32_987.jpg, 0, 0, 0, 1.595173
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_094.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_094.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_094.jpg, 0, 0, 0, 1.579175
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_198.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_198.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_198.jpg, -0.05222665, 0, 0, 1.559986
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_302.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_302.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_302.jpg, -0.3563279, 0.3041013, 0, 1.743918
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_405.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_405.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_405.jpg, -0.2367324, 0.5964798, 0, 2.319687
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_506.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_506.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_506.jpg, 0, 0.9027083, 0, 3.223113
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_610.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_610.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_610.jpg, -0.2869306, 1, 0, 4.383115
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_09_17_33_33_716.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_09_17_33_33_716.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_09_17_33_33_716.jpg, -0.2588585, 1, 0, 5.757375
